City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,seven pagodas,12.6264,80.1722,308.18,56,100,3.1,IN,1683793487
364,hamilton,39.1834,-84.5333,288.69,69,40,3.09,US,1683792975
365,fisterra,42.9049,-9.2629,288.16,74,12,7.05,ES,1683793488
366,pacific grove,36.6177,-121.9166,285.18,83,100,2.57,US,1683793191
367,burang,30.25,81.1667,277.99,44,83,3.04,CN,1683793489
368,thaton,16.9206,97.3714,305.77,55,89,3.47,MM,1683793490
369,orapa,-21.2833,25.3667,296.69,39,0,4.42,BW,1683793491
370,kutum,14.2,24.6667,304.91,22,99,5.13,SD,1683793491
371,san rafael,-34.6177,-68.3301,284.65,58,88,0.58,AR,1683793492
372,kachug,53.9606,105.8817,284.53,27,100,5.46,RU,1683793492
373,tobruk,32.0836,23.9764,292.36,78,91,6.65,LY,1683793493
374,juneau,58.3019,-134.4197,285.15,84,75,4.12,US,1683793254
375,ilhabela,-23.7781,-45.3581,294.48,90,92,0.51,BR,1683793494
376,elk grove,38.4088,-121.3716,285.03,83,0,2.57,US,1683793495
377,bath,51.3779,-2.3591,288.05,80,38,2.29,GB,1683793294
378,nicoya,10.1483,-85.452,299.68,75,7,0.47,CR,1683793496
379,srandakan,-7.9386,110.2506,303.88,69,45,5.55,ID,1683793496
380,cole harbour,44.6724,-63.4751,282.86,59,49,1.03,CA,1683793364
381,pagouda,9.7525,1.3278,301.44,52,72,3.14,TG,1683793498
382,antofagasta,-23.65,-70.4,288.75,84,11,1.4,CL,1683793499
383,minas de marcona,-15.2119,-75.1103,286.78,90,52,4.61,PE,1683793499
384,puerto madero,14.7208,-92.4215,298.03,81,100,2.28,MX,1683793500
385,dwarka,22.2394,68.9678,306.08,47,0,6.45,IN,1683793500
386,acapulco de juarez,16.8634,-99.8901,301.05,78,40,3.09,MX,1683793315
387,les cayes,18.2,-73.75,297.58,87,98,1.83,HT,1683793501
388,hoa binh,20.8133,105.3383,302.39,81,77,2.91,VN,1683793502
389,porvoo,60.3923,25.6651,292.63,36,66,2.53,FI,1683793503
390,znamensk,48.5842,45.7338,287.07,57,100,4.68,RU,1683793504
391,kapit,2.0167,112.9333,303.54,70,93,1.27,MY,1683793505
392,calama,-22.4667,-68.9333,281.42,18,0,8.75,CL,1683793505
393,yermentau,51.6214,73.1069,294.75,34,13,5.75,KZ,1683793506
394,bubaque,11.2833,-15.8333,299.63,70,100,5.91,GW,1683793507
395,an nuhud,12.7,28.4333,308.95,29,54,5.72,SD,1683793507
396,richards bay,-28.783,32.0377,296.31,69,0,4.04,ZA,1683793508
397,dolisie,-4.1997,12.6739,299.33,84,96,1.28,CG,1683793509
398,mount isa,-20.7333,139.5,297.02,22,0,4.12,AU,1683793510
399,bedford,52.1346,-0.4663,287.72,84,20,3.09,GB,1683793500
400,kindu,-2.95,25.95,296.05,94,100,0.59,CD,1683793511
401,steinbach,50.1667,8.5667,288.25,83,100,1.03,DE,1683793511
402,namtsy,62.7161,129.6658,276.09,47,100,5.36,RU,1683793512
403,novoli,40.3785,18.0492,293.2,88,40,6.17,IT,1683793513
404,hatillo,18.4863,-66.8254,297.53,83,11,0.45,PR,1683793514
405,remire-montjoly,4.9167,-52.2667,297.17,100,100,0.0,GF,1683793514
406,flying fish cove,-10.4217,105.6791,300.97,89,100,5.66,CX,1683793515
407,lorengau,-2.0226,147.2712,301.32,79,96,0.7,PG,1683793516
408,puerto san jose,13.9256,-90.8244,299.1,79,85,2.71,GT,1683793516
409,dazkiri,37.9186,29.8606,291.05,58,83,0.67,TR,1683793517
410,gobabis,-22.45,18.9667,295.51,20,0,2.46,NA,1683793518
411,sidney,-33.8679,151.2073,290.76,76,0,3.09,AU,1683793360
412,kargasok,59.0556,80.8572,287.91,28,84,4.26,RU,1683793519
413,nong ki,14.6868,102.538,306.49,52,99,0.6,TH,1683793519
414,paraiso,9.8383,-83.8656,291.76,87,89,0.82,CR,1683793520
415,kailua-kona,19.6406,-155.9956,299.13,78,100,4.12,US,1683793330
416,tonghua,41.7201,125.9219,294.78,20,100,1.85,CN,1683793521
417,sandakan,5.8402,118.1179,304.97,66,20,4.12,MY,1683793522
418,san antonio de pale,-1.4014,5.6325,300.61,81,100,5.87,GQ,1683793522
419,i-n-salah,27.1935,2.4607,302.62,20,73,7.27,DZ,1683793523
420,vorkuta,67.5,64.0,268.28,81,95,1.68,RU,1683793523
421,qarqaraly,49.4058,75.4742,298.9,15,86,6.59,KZ,1683793524
422,isiro,2.7739,27.616,297.26,90,71,0.98,CD,1683793525
423,zouerate,22.7187,-12.4521,302.76,27,3,4.21,MR,1683793525
424,shingu,33.7333,135.9833,292.99,51,11,1.8,JP,1683793271
425,sidi ifni,29.3797,-10.173,292.01,72,0,3.43,MA,1683793527
426,les avirons,-21.2418,55.3394,300.58,61,0,8.23,RE,1683793527
427,kalevala,65.2,31.1667,279.14,97,100,4.01,RU,1683793453
428,south hedland,-20.4089,118.5983,300.11,36,11,5.14,AU,1683793528
429,ridgecrest,35.6225,-117.6709,289.27,44,0,3.58,US,1683793529
430,naama,33.2667,-0.3167,292.78,39,24,1.62,DZ,1683793530
431,playa vicente,17.8333,-95.8167,299.76,73,100,2.64,MX,1683793530
432,laksham,23.2472,91.1425,313.49,24,9,6.18,BD,1683793531
433,bengkulu,-3.8004,102.2655,303.27,71,71,2.85,ID,1683793426
434,shalkar,47.8288,59.6258,298.04,33,81,3.74,KZ,1683793532
435,sosua,19.7667,-70.5167,298.14,82,6,1.9,DO,1683793533
436,nabire,-3.3667,135.4833,300.86,82,88,0.86,ID,1683793533
437,kavalerovo,44.2661,135.0572,288.77,44,100,1.07,RU,1683793534
438,nagqu,31.5,92.0,272.97,56,100,2.07,CN,1683793534
439,port lincoln,-34.7333,135.8667,289.76,66,100,6.27,AU,1683793535
440,zhmerynka,49.037,28.112,285.0,56,20,3.58,UA,1683793535
441,ipueiras,-7.0333,-40.45,294.58,67,81,2.7,BR,1683793536
442,punch,33.7679,74.0897,302.74,19,18,1.04,IN,1683793537
443,geraldton,-28.7667,114.6,295.38,37,0,6.17,AU,1683793272
444,namsos,64.4662,11.4957,286.1,54,0,3.6,NO,1683793538
445,caleta de carquin,-11.0925,-77.6267,294.23,88,96,3.07,PE,1683793538
446,bathsheba,13.2167,-59.5167,299.49,83,40,4.12,BB,1683793539
447,freetown,8.484,-13.2299,300.46,78,100,2.35,SL,1683793539
448,aioun,16.6614,-9.6149,307.57,17,48,7.02,MR,1683793540
449,altos,-5.0381,-42.46,297.32,91,45,1.29,BR,1683793541
450,mossendjo,-2.9506,12.7261,298.89,81,50,0.85,CG,1683793541
451,quartu sant'elena,39.2419,9.1839,293.27,55,20,8.05,IT,1683793542
452,gazli,40.1333,63.45,308.48,10,84,1.65,UZ,1683793543
453,coquimbo,-29.9533,-71.3436,285.0,100,100,1.54,CL,1683793544
454,pisco,-13.7,-76.2167,292.18,88,100,2.06,PE,1683793544
455,buy,58.4786,41.53,290.78,42,20,1.24,RU,1683793545
456,kokstad,-30.5472,29.4241,293.17,29,0,1.45,ZA,1683793545
457,tamanrasset,22.785,5.5228,299.1,15,0,7.2,DZ,1683793546
458,grand falls-windsor,48.9332,-55.6649,272.32,80,100,0.89,CA,1683793546
459,tolga,34.7222,5.3785,297.6,35,87,7.56,DZ,1683793547
460,kununurra,-15.7667,128.7333,302.14,20,55,4.12,AU,1683793548
461,quelimane,-17.8786,36.8883,300.12,78,40,1.03,MZ,1683793548
462,viedma,-40.8135,-62.9967,283.62,67,100,6.0,AR,1683793549
463,qorveh,35.1664,47.8045,292.79,25,94,2.41,IR,1683793549
464,hotan,37.0997,79.9269,298.05,6,0,2.51,CN,1683793550
465,tlacotepec,20.0667,-97.8667,292.07,58,9,3.45,MX,1683793551
466,beyneu,45.3167,55.2,299.96,27,10,2.25,KZ,1683793551
467,cavan,53.9908,-7.3606,284.24,91,49,3.88,IE,1683793552
468,nova vicosa,-17.8919,-39.3719,295.59,83,56,0.09,BR,1683793552
469,svay rieng,11.0879,105.7993,308.1,44,98,1.59,KH,1683793553
470,constitucion,-35.3333,-72.4167,286.69,69,98,2.88,CL,1683793553
471,pariyapuram,10.9561,76.1916,306.31,68,81,2.39,IN,1683793554
472,sur,22.5667,59.5289,307.88,33,0,2.27,OM,1683793415
473,san luis de la loma,17.2706,-100.8939,299.48,78,1,1.04,MX,1683793555
474,katpur,21.05,71.7833,307.66,46,6,5.03,IN,1683793556
475,pitimbu,-7.4706,-34.8086,296.48,78,29,2.45,BR,1683793556
476,balcani,46.6333,26.55,287.64,56,8,4.15,RO,1683793557
477,caarapo,-22.6342,-54.8222,284.81,75,67,2.13,BR,1683793558
478,pahrump,36.2083,-115.9839,293.18,26,0,1.34,US,1683793559
479,greymouth,-42.4667,171.2,280.66,68,6,2.03,NZ,1683793559
480,fortaleza,-3.7227,-38.5247,300.22,83,40,2.57,BR,1683793560
481,bardai,11.65,7.2333,302.54,50,100,6.64,NG,1683793560
482,wanning,18.8003,110.3967,300.4,84,100,2.96,CN,1683793561
483,al qubbah,32.7616,22.2424,291.14,59,46,5.69,LY,1683793562
484,ancud,-41.8697,-73.8203,285.82,98,100,2.51,CL,1683793562
485,cadale,2.7603,46.3222,302.82,67,38,9.05,SO,1683793563
486,khandyga,62.6667,135.6,277.52,85,100,1.83,RU,1683793563
487,saint-joseph,-21.3667,55.6167,301.74,69,47,6.1,RE,1683793564
488,arvayheer,46.2639,102.775,278.75,73,100,7.34,MN,1683793565
489,mount pearl,47.5166,-52.7813,273.23,91,40,4.63,CA,1683793565
490,nuku'alofa,-21.1333,-175.2,297.34,94,20,2.06,TO,1683793566
491,saint-pierre,-21.3393,55.4781,302.35,61,0,8.23,RE,1683793566
492,collie,-33.3667,116.15,289.27,45,23,1.98,AU,1683793567
493,igunga,-4.2833,33.8833,297.84,58,24,1.59,TZ,1683793568
494,daman,20.4167,72.85,308.78,42,31,4.95,IN,1683793568
495,san antonio,29.4241,-98.4936,297.3,92,75,3.6,US,1683793503
496,shenjiamen,29.9576,122.298,290.28,68,97,2.6,CN,1683793569
497,nouadhibou,20.931,-17.0347,291.14,94,75,6.69,MR,1683793570
498,sitka,57.0531,-135.33,282.09,81,100,1.54,US,1683793571
499,ha'il,27.5219,41.6907,305.16,17,0,9.26,SA,1683793335
500,saint-leu,-21.15,55.2833,302.01,80,62,2.12,RE,1683793572
501,nikolayevsk-on-amure,53.1406,140.73,279.79,56,4,2.51,RU,1683793572
502,bodaybo,57.8506,114.1933,276.33,95,100,1.8,RU,1683793573
503,mao,39.8885,4.2658,291.46,59,40,2.06,ES,1683793574
504,kavaratti,10.5669,72.642,302.89,65,100,3.14,IN,1683793574
505,gamay,12.3854,125.2979,301.86,75,100,2.85,PH,1683793575
506,robertsport,6.7533,-11.3686,300.42,79,100,0.77,LR,1683793576
507,kayangel,8.0823,134.7173,302.47,67,78,0.41,PW,1683793576
508,tobelo,1.7284,128.0095,302.4,77,100,1.53,ID,1683793577
509,hobyo,5.3505,48.5268,304.65,56,82,8.21,SO,1683793578
510,as sulayyil,20.4607,45.5779,310.29,9,8,6.79,SA,1683793578
511,swakopmund,-22.6833,14.5333,286.62,78,7,1.88,NA,1683793579
512,dois vizinhos,-25.7336,-53.0572,280.51,91,0,1.51,BR,1683793579
513,safford,32.834,-109.7076,287.66,22,0,1.54,US,1683793580
514,shunyi,40.125,116.6453,298.12,33,0,6.0,CN,1683793581
515,dampit,-8.2116,112.7493,297.45,95,99,1.18,ID,1683793581
516,saint george's,12.0564,-61.7485,299.97,78,20,7.72,GD,1683793582
517,pemba,-12.974,40.5178,302.54,70,40,5.66,MZ,1683793583
518,kouroussa,10.65,-9.8833,301.39,54,92,1.7,GN,1683793583
519,luganville,-15.5333,167.1667,299.15,84,51,5.04,VU,1683793584
520,kohlu,29.8962,69.252,307.11,7,73,5.46,PK,1683793585
521,shimanovsk,52.0,127.7,293.58,17,61,3.07,RU,1683793585
522,arawa,-6.2132,155.5367,298.7,91,100,1.04,PG,1683793586
523,cholpon-ata,42.6494,77.0823,290.18,36,92,1.9,KG,1683793587
524,sanctuary point,-35.1114,150.629,290.0,80,0,3.3,AU,1683793587
525,inderbor,48.55,51.7833,294.66,40,94,3.54,KZ,1683793588
526,ermelo,-26.5333,29.9833,289.47,37,0,3.6,ZA,1683793589
527,yokadouma,3.5167,15.05,301.79,59,27,1.4,CM,1683793589
528,lompoc,34.6391,-120.4579,285.66,82,100,8.94,US,1683793590
529,formosa do rio preto,-11.0483,-45.1931,295.15,72,95,0.14,BR,1683793591
530,black river,18.0264,-77.8487,297.54,86,86,1.92,JM,1683793591
531,ahiri,19.4,80.0167,316.77,12,99,1.9,IN,1683793592
532,altai,46.3722,96.2583,285.8,28,55,6.45,MN,1683793593
533,waingapu,-9.6567,120.2641,301.05,71,21,6.89,ID,1683793593
534,portachuelo,-17.35,-63.4,292.65,81,100,2.2,BO,1683793594
535,ghanzi,-21.5667,21.7833,296.43,32,0,3.82,BW,1683793594
536,morehead city,34.7229,-76.726,294.15,87,0,1.54,US,1683793595
537,arteche,12.2645,125.4048,301.74,76,100,2.98,PH,1683793596
538,laguna,38.421,-121.4238,285.07,83,0,2.57,US,1683793596
539,binzhou,37.3667,118.0167,301.84,17,100,4.06,CN,1683793597
540,kotlas,61.2611,46.6556,288.49,57,50,1.17,RU,1683793597
541,nizhnesortymskiy,62.4397,71.7603,272.62,63,11,6.74,RU,1683793598
542,villamontes,-21.25,-63.5,291.42,78,86,0.94,BO,1683793598
543,barra do garcas,-15.89,-52.2567,291.8,75,57,1.69,BR,1683793599
544,muroto-misakicho,33.2833,134.15,293.02,59,84,4.99,JP,1683793600
545,san antonio oeste,-40.7319,-64.9477,285.24,55,46,7.18,AR,1683793600
546,angaur state,6.906,134.13,302.7,66,71,1.5,PW,1683793601
547,tazovsky,67.4667,78.7,263.46,84,95,5.84,RU,1683793601
548,edd,13.9297,41.6925,305.39,60,42,4.08,ER,1683793602
549,lata,40.1629,-8.3327,288.1,53,4,4.84,PT,1683793603
550,gallatin,45.6666,-111.2008,281.63,86,100,0.0,US,1683793603
551,mugia,43.1041,-9.2179,288.24,73,21,6.51,ES,1683793604
552,peniche,39.3558,-9.3811,290.53,74,16,11.71,PT,1683793604
553,chahuites,16.2833,-94.1833,301.35,76,38,0.32,MX,1683793605
554,prainha,-1.8,-53.48,295.83,97,91,1.23,BR,1683793605
555,varberg,57.1056,12.2508,291.71,63,15,3.78,SE,1683793606
556,dubbo,-32.25,148.6167,286.22,58,0,1.54,AU,1683793607
557,langepas,61.2544,75.2124,278.43,50,93,6.42,RU,1683793607
558,villa bruzual,9.3328,-69.1208,296.77,81,100,0.91,VE,1683793608
559,churachandpur,24.3333,93.6667,307.22,13,9,4.07,IN,1683793608
560,douz,33.4663,9.0203,297.26,39,47,3.42,TN,1683793609
561,tabas,33.5959,56.9244,304.61,17,9,3.82,IR,1683793609
562,girvan,55.2426,-4.8555,285.15,93,100,2.08,GB,1683793610
563,ar ruways,24.1103,52.7306,308.95,27,12,2.57,AE,1683793611
564,castillos,-34.1667,-53.8333,286.15,62,100,4.46,UY,1683793611
565,vilcun,-38.65,-72.2333,280.56,80,100,0.71,CL,1683793612
566,kirensk,57.7853,108.1119,281.79,37,100,2.26,RU,1683793612
567,kyzyl-suu,42.3414,78.0056,290.45,31,41,2.38,KG,1683793613
568,kampung sungai ara,5.327,100.2735,307.1,66,20,5.14,MY,1683793614
